,state,assembly_no,assembly,candidate_name,sex,age,category,party,symbol,general,postal,total,%_votes_polled,total_electors
976,Maharashtra,75,Warora, PRAVIN BHAGWAN GAYKWAD,MALE,38.0,GENERAL,IND,Almirah,840,6.0,846,0.4557624863,296588.0
977,Maharashtra,75,Warora, PRAVIN SHANTILALJI SURANA,MALE,41.0,GENERAL,IND,Spanner,664,1.0,665,0.3582530182,296588.0
978,Maharashtra,75,Warora, ASHRAF ASLAM KHAN,MALE,60.0,GENERAL,BVA,Whistle,547,0.0,547,0.2946833097,296588.0
979,Maharashtra,75,Warora, BHASKAR PARASRAM DEKATE,MALE,65.0,SC,RPIS,Cot,350,0.0,350,0.1885542201,296588.0
981,Maharashtra,76,Wani , SANJIVREDDY BAPURAO BODKURWAR,MALE,55.0,GENERAL,BJP,Lotus,67335,375.0,67710,32.38086129,284853.0
982,Maharashtra,76,Wani , WAMANRAO BAPURAO KASAWAR,MALE,71.0,GENERAL,INC,Hand,39647,268.0,39915,19.08849621,284853.0
983,Maharashtra,76,Wani , DERKAR SANJAY NILKANTHRAO,MALE,55.0,GENERAL,IND,Tractor Chalata Kissan,24834,211.0,25045,11.97723632,284853.0
984,Maharashtra,76,Wani , RAJU MADHUKARRAO UMBARKAR,MALE,44.0,GENERAL,MNS,Railway Engine,16078,37.0,16115,7.706654552,284853.0
985,Maharashtra,76,Wani , DR. MAHENDRA AMARCHANDJI LODHA,MALE,44.0,GENERAL,VBA,Gas Cylinder,15293,196.0,15489,7.407283422,284853.0
986,Maharashtra,76,Wani , VISHVAS RAMCHANDRA NANDEKAR,MALE,59.0,GENERAL,IND,Helicopter,15365,60.0,15425,7.376676789,284853.0
987,Maharashtra,76,Wani , KATKADE SUNIL MAHADEORAO,MALE,43.0,GENERAL,IND,BUCKET,8430,43.0,8473,4.052031276,284853.0
988,Maharashtra,76,Wani , VIKAS DEVRAO KUDMETHE,MALE,38.0,ST,GGP,Saw,6715,16.0,6731,3.218956983,284853.0
989,Maharashtra,76,Wani , ANIL NATTHUJI GHATE,MALE,49.0,GENERAL,CPI,Ears of Corn And Sickle,3130,6.0,3136,1.499725019,284853.0
990,Maharashtra,76,Wani , AJAY PANDURANG DHOBE,MALE,33.0,GENERAL,SBBGP,Sewing Machine,2138,13.0,2151,1.028669807,284853.0
991,Maharashtra,76,Wani , GOPAL LAKSHMAN CHAUDHARI,MALE,29.0,GENERAL,RPI(KH),Auto- Rickshaw,1380,0.0,1380,0.6599555247,284853.0
992,Maharashtra,76,Wani , NOTA,,0.0,,NOTA,NOTA,1246,3.0,1249,0.5973075728,284853.0
993,Maharashtra,76,Wani , SANTOSH UDDHAVRAO BHADIKAR,MALE,51.0,ST,BSP,Elephant,1226,7.0,1233,0.5896559145,284853.0
994,Maharashtra,76,Wani , CHETAN ANANDRAO AGLAWE,MALE,36.0,GENERAL,IND,Cup & Saucer,1149,0.0,1149,0.5494847086,284853.0
995,Maharashtra,76,Wani , KETAN NATTHUJI PARKHI,MALE,30.0,GENERAL,IND,Tyres,1088,2.0,1090,0.5212692188,284853.0
996,Maharashtra,76,Wani , GEET MOTIRAM GHOSH,MALE,57.0,ST,IND,Air Conditioner,902,2.0,904,0.4323186916,284853.0
997,Maharashtra,76,Wani , MRUTYUNJAY GAJANANRAO MORE,MALE,53.0,GENERAL,IND,Television,619,3.0,622,0.2974582148,284853.0
998,Maharashtra,76,Wani , VIVEK JAMNADAS KHOBRAGADE,MALE,53.0,SC,BMUP,Cot,461,0.0,461,0.2204634036,284853.0
999,Maharashtra,76,Wani , YOGESH KARU MADAVI,MALE,30.0,ST,IND,Whistle,432,0.0,432,0.206594773,284853.0
1000,Maharashtra,76,Wani , SANGITA ASHOK KHATOD,FEMALE,48.0,GENERAL,BALP,Plate Containing Food,395,0.0,395,0.1889003132,284853.0
1002,Maharashtra,77,Ralegaon , Ashok Ramaji Wooike (Uike),MALE,55.0,ST,BJP,Lotus,90530,293.0,90823,45.94538538,283514.0
1003,Maharashtra,77,Ralegaon , Vasant Chindhuji Purke,MALE,63.0,ST,INC,Hand,80706,242.0,80948,40.94983711,283514.0
1004,Maharashtra,77,Ralegaon , Kohale Madhav Zingraji,MALE,48.0,ST,VBA,Gas Cylinder,10682,23.0,10705,5.415427265,283514.0
1005,Maharashtra,77,Ralegaon , Shailesh Bhaskar Kisan Gadekar,MALE,35.0,ST,BSP,Elephant,3367,3.0,3370,1.704809891,283514.0
1006,Maharashtra,77,Ralegaon , Gulab Janba Pandhare,MALE,55.0,ST,PHJSP,Cup & Saucer,3345,2.0,3347,1.69317469,283514.0
1007,Maharashtra,77,Ralegaon , NOTA,,0.0,,NOTA,NOTA,2047,9.0,2056,1.040085797,283514.0
1008,Maharashtra,77,Ralegaon , Uttam Somaji Mankar,MALE,59.0,ST,IND,Auto- Rickshaw,1736,3.0,1739,0.879722374,283514.0
1009,Maharashtra,77,Ralegaon , Madhukar Bhimrao Ghasalkar,MALE,59.0,ST,IND,Television,1159,1.0,1160,0.5868188349,283514.0
1010,Maharashtra,77,Ralegaon , Madhusudan Bapurao Kove,MALE,48.0,ST,IND,Helicopter,964,2.0,966,0.4886784435,283514.0
1011,Maharashtra,77,Ralegaon , Sachin Vinayak Kinnake,MALE,32.0,ST,BMUP,Cot,655,3.0,658,0.3328679253,283514.0
1012,Maharashtra,77,Ralegaon , Kavita Shankar Kanake,FEMALE,31.0,ST,BVA,Whistle,648,2.0,650,0.3288208988,283514.0
1013,Maharashtra,77,Ralegaon , Namdeo Sheshrao Atram,MALE,49.0,ST,SaRaPa,Sewing Machine,438,0.0,438,0.221574698,283514.0
1014,Maharashtra,77,Ralegaon , Digambar Bhawrao Meshram,MALE,46.0,ST,IND,Key,420,0.0,420,0.2124688885,283514.0
1015,Maharashtra,77,Ralegaon , Homdeo Haribhau Kanake,MALE,61.0,ST,BALP,Plate Containing Food,396,0.0,396,0.2003278091,283514.0
1017,Maharashtra,78,Yavatmal, MADAN MADHUKAR YERAWAR,MALE,56.0,GENERAL,BJP,Lotus,79913,512.0,80425,37.28264346,384935.0
1018,Maharashtra,78,Yavatmal, ANIL ALIAS BALASAHEB SHANKARRAO MANGULKAR,MALE,60.0,GENERAL,INC,Hand,77287,885.0,78172,36.23821952,384935.0
1019,Maharashtra,78,Yavatmal, SANTOSH MAROTRAO DHAWALE,MALE,48.0,GENERAL,IND,Ring,38179,166.0,38345,17.77560415,384935.0
1020,Maharashtra,78,Yavatmal, YOGESH SHIVRAM DESHMUKH PARWEKAR,MALE,45.0,GENERAL,VBA,Gas Cylinder,7812,118.0,7930,3.676112685,384935.0
1021,Maharashtra,78,Yavatmal, BIPIN ANIL CHAUDHARI,MALE,37.0,GENERAL,PHJSP,Cup & Saucer,3724,33.0,3757,1.741633715,384935.0
1022,Maharashtra,78,Yavatmal, SANDIP ANANT DEVKATE,MALE,38.0,GENERAL,BSP,Elephant,1837,11.0,1848,0.8566779623,384935.0
1023,Maharashtra,78,Yavatmal, NOTA,,0.0,,NOTA,NOTA,1767,18.0,1785,0.8274730318,384935.0
1024,Maharashtra,78,Yavatmal," AMOL LAXMANRAO BORKHADE, ADVOCATE",MALE,44.0,GENERAL,VRA,Whistle,1307,9.0,1316,0.6100585489,384935.0
1025,Maharashtra,78,Yavatmal, MANOJ MAHADEORAO GEDAM,MALE,42.0,SC,IND,Pan,584,3.0,587,0.2721157813,384935.0
1026,Maharashtra,78,Yavatmal, SARIKA ABHIJIT BHAGAT,FEMALE,40.0,GENERAL,BMUP,Cot,380,7.0,387,0.1794017161,384935.0
1027,Maharashtra,78,Yavatmal, ABDUL AZIZ ABDUL SATTAR DUNGE,MALE,36.0,GENERAL,SVPP,Mike,359,0.0,359,0.166421747,384935.0
1028,Maharashtra,78,Yavatmal, JAVED HAMID SHEIKH,MALE,42.0,GENERAL,IND,Almirah,313,1.0,314,0.1455610823,384935.0
1029,Maharashtra,78,Yavatmal, BAJAJ SHAM OMPRAKASH,MALE,38.0,GENERAL,BALP,Plate Containing Food,309,0.0,309,0.1432432307,384935.0
1030,Maharashtra,78,Yavatmal, ASHOK CHANDRABHANJI KALMORE,MALE,51.0,GENERAL,IND,Air Conditioner,183,0.0,183,0.08483336965,384935.0
1032,Maharashtra,79,Digras, Rathod Sanjay Dulichand,MALE,48.0,GENERAL,SHS,Bow and Arrow,136338,486.0,136824,60.60165828,322980.0
1033,Maharashtra,79,Digras, Deshmukh Sanjay Uttamrao,MALE,51.0,GENERAL,IND,Cup & Saucer,72860,357.0,73217,32.42904472,322980.0
1034,Maharashtra,79,Digras, Tarik Sahir Lokhandwala,MALE,42.0,GENERAL,NCP,Clock,6168,37.0,6205,2.748299199,322980.0
